model,lmbda,rho,alpha,dobs,seed,X_pRMSE,Y_pRMSE,Z_pRMSE
pinn,1.0,28.0,0.05,10,2,1.2394122024798968,7.558455207065499,1.1760848080296886
pinn,10.0,28.0,0.05,10,2,4.7147565727481116,7.463988540628694,8.332311364770078
pinn,100.0,28.0,0.05,10,2,10.34476145912499,10.999960222371248,9.580970845009999
pinn,1000.0,28.0,0.05,10,2,23.621918518877713,27.266450878632323,30.093156141456717
magi,,28.0,0.05,10,3,0.5670009659381587,2.3551563228491337,3.3447279254344284
pinn,0.1,28.0,0.05,10,3,0.3490259936075352,0.10190760846743509,0.1397553621991679
pinn,1.0,28.0,0.05,10,3,1.1650818843190942,2.060803188104021,1.1512673457292915
pinn,10.0,28.0,0.05,10,3,4.676507605537293,9.070213483133841,7.977659465065255
pinn,100.0,28.0,0.05,10,3,9.28125576671411,8.925139437971838,10.917569001577776
pinn,1000.0,28.0,0.05,10,3,24.93915481156639,25.19412860385976,29.995946459282692
magi,,28.0,0.05,10,4,0.5468184571128561,2.847169814801571,3.0205439703834474
pinn,0.1,28.0,0.05,10,4,0.3028864260739171,0.2639844039535335,0.17974472832281432
pinn,1.0,28.0,0.05,10,4,1.5021383569907398e-07,0.05423905411297345,0.018076861104437476
pinn,10.0,28.0,0.05,10,4,3.816238469887033,8.203638255804146,6.953401022226608
pinn,100.0,28.0,0.05,10,4,10.051490138671907,10.646011523668712,8.636654350875782
pinn,1000.0,28.0,0.05,10,4,15.161122001881537,28.831175072300244,25.247948373201112
magi,,28.0,0.05,10,5,0.44379660119992326,3.9986611875828677,3.276649894921308
pinn,0.1,28.0,0.05,10,5,0.395997059162257,0.41927739110693246,0.18595591697948632
pinn,1.0,28.0,0.05,10,5,3.491144895307549,1.2949465797744382,1.5095916039474135
pinn,10.0,28.0,0.05,10,5,3.6902879791956216,7.119752793683147,6.5581174974960215
pinn,100.0,28.0,0.05,10,5,11.405582392794164,16.212874281215438,17.826598754372615
pinn,1000.0,28.0,0.05,10,5,22.04642702607332,32.03201637343974,34.300110000413994
magi,,28.0,0.05,10,6,0.43352447247443987,2.6881254661760625,3.9280069005785436
pinn,0.1,28.0,0.05,10,6,0.33863704170022807,0.3779042616278283,0.11554001240281106
pinn,1.0,28.0,0.05,10,6,6.198392260892665e-10,0.04028017183184435,0.08858146853681526
pinn,10.0,28.0,0.05,10,6,3.5963106431342546,5.236056056543514,4.722652097919661
pinn,100.0,28.0,0.05,10,6,7.734767689669346,10.565218921361275,12.682174792597678
pinn,1000.0,28.0,0.05,10,6,22.905353062146084,21.928703458013977,25.6425420479306
magi,,28.0,0.05,10,7,0.7191665879702669,2.4032337442615037,3.2793319613030016
pinn,0.1,28.0,0.05,10,7,1.093112527609421e-06,0.015452709687585015,0.0017508735474051824
pinn,1.0,28.0,0.05,10,7,3.263532579943188,1.0648082040168865,1.440059998970362
pinn,10.0,28.0,0.05,10,7,5.709978999108761,7.92813538666907,10.373340439953143
pinn,100.0,28.0,0.05,10,7,7.8693173095773234,11.888729754590948,9.670208569352512
pinn,1000.0,28.0,0.05,10,7,20.92914784383248,28.507459323088785,30.47201507460034
magi,,28.0,0.05,10,8,0.7356697042278205,1.8128667636742304,3.2101738945630367
pinn,0.1,28.0,0.05,10,8,0.32446676947354347,0.13979348814609585,0.1987449243187063
pinn,1.0,28.0,0.05,10,8,3.7595090006536105,1.301380790627371,1.5851302365057656
pinn,10.0,28.0,0.05,10,8,3.818062678573399,5.805421310316163,5.635634977686241
pinn,100.0,28.0,0.05,10,8,9.653668415336751,9.47543693106352,10.868770480868992
pinn,1000.0,28.0,0.05,10,8,23.103075180242183,29.703350091021655,31.273079161587148
magi,,28.0,0.05,10,9,0.3962988671593908,2.1281232000393704,2.9242150225851398
pinn,0.1,28.0,0.05,10,9,0.3836047892553332,0.10194605220654018,0.1471681620038729
pinn,1.0,28.0,0.05,10,9,3.3281461628376126,1.1553352281041092,1.572715836545403
pinn,10.0,28.0,0.05,10,9,4.485849835075491,7.341509304937791,5.5902767457814395
pinn,100.0,28.0,0.05,10,9,9.520032447129449,13.341551421629786,16.071567027649436
pinn,1000.0,28.0,0.05,10,9,25.111251201533047,32.000479870059145,33.7354373786384
magi,,28.0,0.05,10,10,0.3687162612099735,2.0701350602103794,4.418755402111357
pinn,0.1,28.0,0.05,10,10,0.354552206851057,0.2746710574318861,0.1606007402218741
pinn,1.0,28.0,0.05,10,10,0.942919763509889,1.076099887478163,1.1255584410417407
pinn,10.0,28.0,0.05,10,10,3.4925772349671296,6.751932624195687,6.233901860479456
pinn,100.0,28.0,0.05,10,10,11.700273457589576,15.016453224835857,15.710423777021434
pinn,1000.0,28.0,0.05,10,10,18.80408732681914,23.709130133440027,26.493517719785476
magi,,28.0,0.05,10,11,0.8891950742151147,3.2598640581792875,3.5588311041628407
pinn,0.1,28.0,0.05,10,11,0.5537213801020515,0.2358004677709952,0.27949393441132764
pinn,1.0,28.0,0.05,10,11,3.6759935556082026,2.392450736112394,2.4793401759924434
pinn,10.0,28.0,0.05,10,11,3.3513072413136653,6.0717065455892785,4.427474714099514
pinn,100.0,28.0,0.05,10,11,11.666333659598587,16.994966675742322,23.833539748563336
pinn,1000.0,28.0,0.05,10,11,25.751329742678564,33.495018533831924,31.694988227161804
magi,,28.0,0.05,10,12,1.2980883299635042,2.475856864733694,3.5322097628179714
pinn,0.1,28.0,0.05,10,12,0.38939782614640434,0.6176282835097442,0.16026927966820684
pinn,1.0,28.0,0.05,10,12,3.493343740716931,1.1541768614518921,1.6180283591316276
pinn,10.0,28.0,0.05,10,12,3.3538133173597586,5.0045438890461815,3.5916820365398254
pinn,100.0,28.0,0.05,10,12,9.497614516549797,8.005499968526195,9.162135282727142
pinn,1000.0,28.0,0.05,10,12,23.122924189039356,33.747725302574906,36.60678800136641
magi,,28.0,0.05,10,13,0.8391228275622049,1.3347382789079234,4.126011954867455
pinn,0.1,28.0,0.05,10,13,0.5781868952895854,0.24054058309441953,0.2722014506022395
pinn,1.0,28.0,0.05,10,13,0.9559588285240154,0.6169024670907901,1.1113518372775018
pinn,10.0,28.0,0.05,10,13,3.413282655484948,5.851649584002654,5.434818331544443
pinn,100.0,28.0,0.05,10,13,8.086633639263178,10.755871777400692,11.462467832705379
pinn,1000.0,28.0,0.05,10,13,20.91592331520805,24.26079750716547,25.38580009571196
magi,,28.0,0.05,10,14,0.7635610425303231,2.1049951530130273,3.5053861452618267
pinn,0.1,28.0,0.05,10,14,0.3679579410909439,0.12977762714778784,0.15306563445594465
pinn,1.0,28.0,0.05,10,14,3.4178992157199124,1.2557709623234399,1.541453601318055
pinn,10.0,28.0,0.05,10,14,3.9206682852053056,6.394247048719406,6.519916632473041
pinn,100.0,28.0,0.05,10,14,8.698155874615672,9.669583045591795,10.781357593914079
pinn,1000.0,28.0,0.05,10,14,23.986772786115388,27.53291413902955,33.95019280800047
magi,,28.0,0.05,10,15,0.4289873654847838,2.204438698717138,3.46382319577333
pinn,0.1,28.0,0.05,10,15,0.28137810105241134,1.0096662522539175,0.2513024614684071
pinn,1.0,28.0,0.05,10,15,1.1401686618421427,0.6285065611387827,1.0334957823364792
pinn,10.0,28.0,0.05,10,15,2.6292908211823693,2.742812774412343,3.321586209314921
pinn,100.0,28.0,0.05,10,15,9.193846441626585,11.602674537736984,12.65069457041978
pinn,1000.0,28.0,0.05,10,15,22.424519231512484,25.27025635819921,31.899744055528284
magi,,28.0,0.05,10,16,0.5625037596396861,2.4760936967728027,3.0185911057296555
pinn,0.1,28.0,0.05,10,16,0.3569048323503931,0.0718219886797804,0.1432382676055707
pinn,1.0,28.0,0.05,10,16,1.0647711148600907,0.6581614565795914,1.1187032536145622
pinn,10.0,28.0,0.05,10,16,2.0046615785567385,3.4003671162940377,3.3132695712989237
pinn,100.0,28.0,0.05,10,16,9.229997760765931,14.08764045446526,9.660020876971
pinn,1000.0,28.0,0.05,10,16,23.005120294953887,28.4690139208997,28.285212701391796
magi,,28.0,0.05,10,17,0.7150602036663714,2.064868596372847,4.525293374608084
pinn,0.1,28.0,0.05,10,17,0.5459066748459424,0.26430335781395903,0.3073106538862895
pinn,1.0,28.0,0.05,10,17,3.5686507870577895,1.415729942427848,1.482997674887562
pinn,10.0,28.0,0.05,10,17,5.5914589001642,7.740604713392786,6.119705619846226
pinn,100.0,28.0,0.05,10,17,11.604825048061088,14.02559726059934,16.18355996116099
pinn,1000.0,28.0,0.05,10,17,26.325497062834543,31.637259229722027,34.347867739070786
magi,,28.0,0.05,10,18,0.3441989742701121,1.5269649590266847,3.165835842726613
pinn,0.1,28.0,0.05,10,18,0.3547834132373588,0.17988906515834466,0.30775454577244865
pinn,1.0,28.0,0.05,10,18,1.3505514207020715,0.7491805449532042,1.085772613618029
pinn,10.0,28.0,0.05,10,18,2.45740366177872,3.0815791461271984,8.165730346258943
pinn,100.0,28.0,0.05,10,18,8.818296470597382,9.21057019723232,7.995674328319069
pinn,1000.0,28.0,0.05,10,18,19.910218504569684,26.311936818287595,25.253963673704003
magi,,28.0,0.05,10,19,0.5679833834355802,1.7602158843644198,3.5937939973835262
pinn,0.1,28.0,0.05,10,19,0.33223788831924883,0.18906407092675137,0.17781496490296275
pinn,1.0,28.0,0.05,10,19,3.3136184104098616,1.2626914102983369,1.4794337510202955
pinn,10.0,28.0,0.05,10,19,3.4619092025189295,6.534274632282898,5.8754919139030735
pinn,100.0,28.0,0.05,10,19,8.739697751987938,9.163893424305147,10.089987046165113
pinn,1000.0,28.0,0.05,10,19,18.291036343131143,23.418311814879047,20.658719816960186
magi,,28.0,0.05,10,20,0.6659471762884752,2.093552573543248,3.004347590539555
pinn,0.1,28.0,0.05,10,20,0.1909437263201617,0.24682824124775027,0.1600085951727251
pinn,1.0,28.0,0.05,10,20,1.058624253876479,0.49021552526336704,1.1981221440513967
pinn,10.0,28.0,0.05,10,20,2.851473106546413,5.7179981831333055,4.704743873805285
pinn,100.0,28.0,0.05,10,20,8.86794758131766,8.038237651720996,7.646177051386574
pinn,1000.0,28.0,0.05,10,20,22.71498450321816,23.005702068830153,26.07444463563532
magi,,28.0,0.05,10,21,0.34406129965820953,2.359975757872228,2.8523348999538327
pinn,0.1,28.0,0.05,10,21,0.6302262977531261,0.2853424963974068,0.3031121929088117
pinn,1.0,28.0,0.05,10,21,3.376948067565701,1.08219263866375,1.5204694223721766
pinn,10.0,28.0,0.05,10,21,4.569913264816704,8.814759198592522,6.6761410220547415
pinn,100.0,28.0,0.05,10,21,9.037707704545404,8.731079014041454,8.323665227983527
pinn,1000.0,28.0,0.05,10,21,21.341651850808926,22.534359331762417,22.174264915075224
magi,,28.0,0.05,10,22,0.5571194983828369,2.5424173645505643,3.7551828416629407
pinn,0.1,28.0,0.05,10,22,0.30138318040836987,0.9175988879104545,0.1709925073603428
pinn,1.0,28.0,0.05,10,22,3.5017444845427006,1.5647268613855156,1.6575027557807198
pinn,10.0,28.0,0.05,10,22,3.149845086772889,4.356906423584837,3.8021100911113064
pinn,100.0,28.0,0.05,10,22,10.082188690916785,11.002071340750069,12.660207550163642
pinn,1000.0,28.0,0.05,10,22,19.40129882530093,25.970273707808186,25.006835351819827
magi,,28.0,0.05,10,23,0.5610339829567309,1.7299739916430175,3.0327480704194985
pinn,0.1,28.0,0.05,10,23,0.3689895357852673,0.1075770967050145,0.1731959802303593
pinn,1.0,28.0,0.05,10,23,3.6181414952896156,1.201862841155302,1.5566827441382756
pinn,10.0,28.0,0.05,10,23,3.3802849143512477,5.289094662962106,1.9657885009911447
pinn,100.0,28.0,0.05,10,23,9.122374234581322,15.080379853499709,13.11450925800014
pinn,1000.0,28.0,0.05,10,23,30.547023087373937,36.523740062602464,41.02442063306495
magi,,28.0,0.05,10,24,0.6164657808210643,2.432459858357156,3.2456535993237816
pinn,0.1,28.0,0.05,10,24,0.2958743709266003,0.14479031336136236,0.14195250310644547
pinn,1.0,28.0,0.05,10,24,3.2241448319816897,1.201940498899882,1.5090837556045509
pinn,10.0,28.0,0.05,10,24,3.2271374648988154,5.419434850270581,3.8943543637985947
pinn,100.0,28.0,0.05,10,24,9.499208192538108,11.099434785494553,10.92973357079574
pinn,1000.0,28.0,0.05,10,24,25.789545771861892,32.580023022649414,39.99103988601584
magi,,28.0,0.05,10,25,0.4544547009600784,1.3106825381819207,3.9350976176931294
pinn,0.1,28.0,0.05,10,25,0.3943050660853049,0.3555559673170479,0.18703690302076972
pinn,1.0,28.0,0.05,10,25,3.6297772673220265,1.3010159265286507,1.5225088156810693
pinn,10.0,28.0,0.05,10,25,2.7422929991408633,3.930499581783295,3.944602484850629
pinn,100.0,28.0,0.05,10,25,9.050378281144459,17.815713495258873,16.721821354780804
pinn,1000.0,28.0,0.05,10,25,21.37325011203198,31.787251118243283,29.01677392143918
magi,,28.0,0.05,10,26,0.7670129700799757,3.17153129656375,3.8476119836497733
pinn,0.1,28.0,0.05,10,26,0.3334145994992949,0.5727991147702244,0.1561819362939492
pinn,1.0,28.0,0.05,10,26,0.7013966294832394,1.037866951616293,1.5101481891207595
pinn,10.0,28.0,0.05,10,26,4.582624008249132,9.409947554197107,5.760438642240813
pinn,100.0,28.0,0.05,10,26,8.589578301781822,11.393933857320057,8.956818522984936
pinn,1000.0,28.0,0.05,10,26,16.340716105083633,24.27435290812797,22.62694094500058
magi,,28.0,0.05,10,27,0.48388547169201956,1.911678171790668,3.6006346008773917
pinn,0.1,28.0,0.05,10,27,0.40719857813462035,0.21894923619289428,0.15221502020266456
pinn,1.0,28.0,0.05,10,27,3.377606227503098,1.1502940720558303,1.5273876985885675
pinn,10.0,28.0,0.05,10,27,2.1248536077393068,5.170872451772867,4.51318828904362
pinn,100.0,28.0,0.05,10,27,7.897207437200454,9.647002189611163,10.05815113328581
pinn,1000.0,28.0,0.05,10,27,17.411605068703338,25.03325573432335,27.583394073155755
magi,,28.0,0.05,10,28,0.7862160382659632,2.634157265643103,3.3904177819809505
pinn,0.1,28.0,0.05,10,28,0.5943654798170138,0.23130674130176423,0.2651831498455667
pinn,1.0,28.0,0.05,10,28,1.8225678921741992,3.2092337198437795,3.6330045201412107
pinn,10.0,28.0,0.05,10,28,2.2343735869819263,4.439760061656225,5.012435446218045
pinn,100.0,28.0,0.05,10,28,8.069205819259707,10.520025785369496,8.57670889920641
pinn,1000.0,28.0,0.05,10,28,24.792191187883258,29.54168878352886,29.900561839749482
magi,,28.0,0.05,10,29,0.4338215336406024,4.03660452082916,3.2655950141111183
pinn,0.1,28.0,0.05,10,29,0.32862942122378425,0.1351479982558328,0.18668713855275454
pinn,1.0,28.0,0.05,10,29,3.4652213076684735,1.2830439847030979,1.5645359495138347
pinn,10.0,28.0,0.05,10,29,2.6085194772027545,5.470266888289761,3.9038993177301435
pinn,100.0,28.0,0.05,10,29,7.949578109201155,11.93036645378461,10.49583126274519
pinn,1000.0,28.0,0.05,10,29,20.302597753971906,23.799320295766478,27.18211096746155
magi,,28.0,0.05,10,30,0.4101873398794397,2.526893953183145,2.39739623240544
pinn,0.1,28.0,0.05,10,30,0.5558091105202785,0.21985343819233327,0.2756142203156375
pinn,1.0,28.0,0.05,10,30,0.6959157411097101,0.9348110437118404,0.5466102668081119
pinn,10.0,28.0,0.05,10,30,3.9260777417321933,8.371979647234404,6.198553728212798
pinn,100.0,28.0,0.05,10,30,0.27109724283218384,0.0128989219665527,6.008148193359375e-05
pinn,1000.0,28.0,0.05,10,30,24.830157562801556,31.10253538264052,21.295416589072232
magi,,28.0,0.05,10,31,0.6176437754768574,3.256150021746311,3.161139552346003
pinn,0.1,28.0,0.05,10,31,0.34410386063295245,0.16054238332479326,0.16072365825758964
pinn,1.0,28.0,0.05,10,31,3.436763779712216,1.4011800921542477,1.6320182684551074
pinn,10.0,28.0,0.05,10,31,0.02824638000015614,0.008489576686938846,0.004652088666181162
pinn,100.0,28.0,0.05,10,31,12.16852627127371,17.21020599862405,13.052825458942761
pinn,1000.0,28.0,0.05,10,31,22.450605715865585,24.218992581987703,27.024590652497785
magi,,28.0,0.05,10,32,0.27648488889800865,1.855452994540843,2.4027880847008016
pinn,0.1,28.0,0.05,10,32,0.5645925817223479,0.2398697158988742,0.27599949793034917
pinn,1.0,28.0,0.05,10,32,3.4203171404255035,1.293785805291624,1.3762354067972467
pinn,10.0,28.0,0.05,10,32,3.4562017852539157,4.253001330104908,5.483884940671977
pinn,100.0,28.0,0.05,10,32,8.816619401511813,9.697239185006163,8.467277795815786
pinn,1000.0,28.0,0.05,10,32,19.745042711826496,26.839964073043607,29.73457220031766
magi,,28.0,0.05,10,33,0.9090169935617319,2.3997875900700216,2.8417567469588296
pinn,0.1,28.0,0.05,10,33,0.5734344115791526,0.255075163947059,0.2584278070183834
pinn,1.0,28.0,0.05,10,33,3.5530978373264928,1.3191231616611239,1.6116383992994376
pinn,10.0,28.0,0.05,10,33,4.751498074902822,6.753513621545622,6.82550976756319
pinn,100.0,28.0,0.05,10,33,8.976018528748643,13.996490193154273,13.42739505485727
pinn,1000.0,28.0,0.05,10,33,20.970443763634428,23.499086185309526,22.45995224583262
magi,,28.0,0.05,10,34,0.49603483350100325,1.4059395258758058,2.828545312436338
pinn,0.1,28.0,0.05,10,34,0.31881144637705255,0.12032805428303615,0.13061166860987544
pinn,1.0,28.0,0.05,10,34,3.5332425257381175,1.2690884879657034,1.5024682971774255
pinn,10.0,28.0,0.05,10,34,5.526790938914338,9.937781713262579,5.591975425363757
pinn,100.0,28.0,0.05,10,34,15.329046172531669,14.211145061374705,14.718561416843636
pinn,1000.0,28.0,0.05,10,34,23.965798413540874,29.34318315989359,38.408036550435455
magi,,28.0,0.05,10,35,0.3764129479119508,2.7727879047180997,3.190157149396738
pinn,0.1,28.0,0.05,10,35,0.5567629569952339,0.2408848370630995,0.2831553790944855
pinn,1.0,28.0,0.05,10,35,4.313491782793933,1.6021038378084047,1.692800564348144
pinn,10.0,28.0,0.05,10,35,4.04086056869187,6.462357271364097,5.072654665992304
pinn,100.0,28.0,0.05,10,35,9.986145378806476,9.865317963838832,9.825274214699785
pinn,1000.0,28.0,0.05,10,35,23.194054659996237,27.626444594895812,27.377655000428266
magi,,28.0,0.05,10,36,0.6185381901716102,1.5253951842068316,3.4924466018463147
pinn,0.1,28.0,0.05,10,36,0.48030382905036584,0.2508971824784267,0.27047816019996584
pinn,1.0,28.0,0.05,10,36,3.3239509175633652,1.178371424765162,1.5342290500701383
pinn,10.0,28.0,0.05,10,36,3.5856108924027175,4.706235913480649,5.14275702350757
pinn,100.0,28.0,0.05,10,36,5.689727091964868,10.400234342068725,10.010612252175507
pinn,1000.0,28.0,0.05,10,36,29.269291339278123,35.09374191111386,37.88374895772364
magi,,28.0,0.05,10,37,0.3574540617178069,2.358817482538357,3.2556563635387143
pinn,0.1,28.0,0.05,10,37,0.5683151871276068,0.2379311389844963,0.2974408851383041
pinn,1.0,28.0,0.05,10,37,3.393045256465454,1.121079113787392,1.3994158462206494
pinn,10.0,28.0,0.05,10,37,4.0790304250397105,7.206219011516354,7.385032752318725
pinn,100.0,28.0,0.05,10,37,8.950377413043237,10.13184362349903,10.671094201731881
pinn,1000.0,28.0,0.05,10,37,23.101103292168435,29.087854969865052,24.01119862859336
magi,,28.0,0.05,10,38,0.5384161541957574,2.724963230103008,4.057482096191741
pinn,0.1,28.0,0.05,10,38,5.70695125492058e-09,0.30128778277327295,0.37115671233848124
pinn,1.0,28.0,0.05,10,38,7.748181263256271e-11,0.0560154914855957,0.06298446655273432
pinn,10.0,28.0,0.05,10,38,3.835992282753559,5.192013073002542,7.507388281913712
pinn,100.0,28.0,0.05,10,38,9.773193108554521,12.095771920333407,13.070000589705755
pinn,1000.0,28.0,0.05,10,38,23.1390619640014,23.08815410487175,26.45602295788463
magi,,28.0,0.05,10,39,0.42001752052847346,3.1929695251457546,4.509794767042659
pinn,0.1,28.0,0.05,10,39,0.5559909564087754,0.23601082108785723,0.281610586874451
pinn,1.0,28.0,0.05,10,39,3.682551233886038,1.4432272813049742,1.8808370676955304
pinn,10.0,28.0,0.05,10,39,4.013251498513086,6.719676088822626,4.694235196539949
pinn,100.0,28.0,0.05,10,39,10.215884575083987,11.716843946375326,14.743666519911827
pinn,1000.0,28.0,0.05,10,39,26.56937786228066,38.09559896327983,48.161338890904084
magi,,28.0,0.05,10,40,0.46276690546187715,1.2678878108652285,3.3569701181161924
pinn,0.1,28.0,0.05,10,40,0.35113042595451877,0.09010017953984574,0.1564979624519241
pinn,1.0,28.0,0.05,10,40,3.6271214387881145,1.2739617959854928,1.5386703156658883
pinn,10.0,28.0,0.05,10,40,4.015153460819185,7.131531675206353,5.501037770881254
pinn,100.0,28.0,0.05,10,40,7.805439938719316,11.001051473055812,8.930832663260425
pinn,1000.0,28.0,0.05,10,40,1.5048348359414376e-05,0.004995584487915,0.0035839080810546
magi,,28.0,0.05,10,41,0.3528474229741052,1.8616025967269898,4.102375207101387
pinn,0.1,28.0,0.05,10,41,4.4857682375634e-10,0.0802265297708783,0.1785663978956756
pinn,1.0,28.0,0.05,10,41,1.1409455268991366,0.33473286808232866,1.1190849677686672
pinn,10.0,28.0,0.05,10,41,3.2557017838149234,5.248968393588215,5.316536365381158
pinn,100.0,28.0,0.05,10,41,10.132718708396752,13.620134734954924,19.27528368757909
pinn,1000.0,28.0,0.05,10,41,19.51374908440063,24.48707382242191,34.38266394599102
magi,,28.0,0.05,10,42,0.4783997913994527,2.490786697520493,2.918900190435005
pinn,0.1,28.0,0.05,10,42,0.24833140260860037,0.33659196294330596,0.29753269276857064
pinn,1.0,28.0,0.05,10,42,3.4239619307325393,1.4602387606457645,1.5786415008654173
pinn,10.0,28.0,0.05,10,42,1.1626580609129848,1.9793064698933016,2.6600199067117054
pinn,100.0,28.0,0.05,10,42,8.520652172757977,7.698082322150341,10.5404305261464
pinn,1000.0,28.0,0.05,10,42,23.698939860424723,23.369025527987564,33.18793976990227
magi,,28.0,0.05,10,43,0.5431147173702982,4.049801637835754,3.6178673359632407
pinn,0.1,28.0,0.05,10,43,0.3475513318407092,0.11840324780521749,0.14365918820561285
pinn,1.0,28.0,0.05,10,43,3.0569978978551555,1.2480798858720763,1.6271204891007558
pinn,10.0,28.0,0.05,10,43,3.3418861424920956,6.241057455431121,6.406417888881546
pinn,100.0,28.0,0.05,10,43,8.656831385432273,11.937469776850264,12.460631892768076
pinn,1000.0,28.0,0.05,10,43,19.971133894422103,25.095491334426264,25.206586547469616
magi,,28.0,0.05,10,44,0.3727571254546207,2.5312883567542204,3.5813953316968097
pinn,0.1,28.0,0.05,10,44,0.3551501725929914,0.18980643988074739,0.1496517972529669
pinn,1.0,28.0,0.05,10,44,3.066260800128012,1.2092084158008292,1.5330333908463014
pinn,10.0,28.0,0.05,10,44,4.560599178217613,9.040164920460295,8.071956553420128
pinn,100.0,28.0,0.05,10,44,8.297030512525149,8.587653478371028,7.214766107068633
pinn,1000.0,28.0,0.05,10,44,28.061874955541693,30.041974779052346,29.494048562577607
magi,,28.0,0.05,10,45,0.49300403376635443,2.0931909260159967,4.233832661227154
pinn,0.1,28.0,0.05,10,45,0.3997061392220002,0.3992181724393121,0.18104931990267042
pinn,1.0,28.0,0.05,10,45,2.7310916637748153,1.6714082127986767,1.3343746981273175
pinn,10.0,28.0,0.05,10,45,3.1964308757797375,7.715339228400488,5.878044670758287
pinn,100.0,28.0,0.05,10,45,9.48588712509014,13.316072127959567,12.33841103303343
pinn,1000.0,28.0,0.05,10,45,22.824709046186882,23.335026934723174,31.174379492554714
magi,,28.0,0.05,10,46,0.34589074559657695,1.5945309973801673,3.047876946490924
pinn,0.1,28.0,0.05,10,46,0.39138220847345034,0.1152467575896585,0.15356018744018785
pinn,1.0,28.0,0.05,10,46,4.010522317488984,1.5269313578515447,1.4397311727603213
pinn,10.0,28.0,0.05,10,46,4.560781174420929,8.432712953179202,6.098974304233859
pinn,100.0,28.0,0.05,10,46,9.503740489984212,11.849640716291743,8.794304269484721
pinn,1000.0,28.0,0.05,10,46,22.838813393974412,33.166934313794776,33.177366501957444
magi,,28.0,0.05,10,47,0.5057949827099889,2.6943504741410944,4.075260853895147
pinn,0.1,28.0,0.05,10,47,1.0954116086425714e-10,0.0377776622772216,0.007745742797851499
pinn,1.0,28.0,0.05,10,47,3.3422705205506853,1.1682215438557666,1.493119796745769
pinn,10.0,28.0,0.05,10,47,3.244351116205707,7.4111824565647,5.381703397443949
pinn,100.0,28.0,0.05,10,47,8.165324525962376,9.464043009742715,10.894033314407528
pinn,1000.0,28.0,0.05,10,47,16.0316464095696,27.562172594407745,19.47115893126714
magi,,28.0,0.05,10,48,0.5860117241374514,3.766813667515528,3.9077538406439984
pinn,0.1,28.0,0.05,10,48,0.5508977115351601,0.23232472361822573,0.2714233515190629
pinn,1.0,28.0,0.05,10,48,3.382217408929024,1.6192790512389426,1.4547528105618217
pinn,10.0,28.0,0.05,10,48,3.6915609787216512,5.352838202835628,4.991262772188889
pinn,100.0,28.0,0.05,10,48,9.609672133604432,11.274725627950218,13.821875926358103
pinn,1000.0,28.0,0.05,10,48,23.19334602642013,21.382257471826147,22.589782882537865
magi,,28.0,0.05,10,49,0.5020900116769632,3.319449246139311,3.731921591537019
pinn,0.1,28.0,0.05,10,49,0.5647515866874497,0.23079022718936937,0.2759350779752952
pinn,1.0,28.0,0.05,10,49,3.32208601172619,1.3255518545489777,1.381229778962687
pinn,10.0,28.0,0.05,10,49,4.554825260792592,6.905749578425031,6.933642102645877
pinn,100.0,28.0,0.05,10,49,11.33398607167363,10.88045424973858,21.446608566934465
pinn,1000.0,28.0,0.05,10,49,23.82001038536054,24.34520308347673,28.430731637650688
magi,,28.0,0.05,10,50,0.48670082204652143,2.4207589565352774,2.642793306384371
pinn,0.1,28.0,0.05,10,50,0.5364786931678047,0.3195838537133168,0.30070933884267775
pinn,1.0,28.0,0.05,10,50,3.390091267711154,1.1820441335560852,1.442738356485888
pinn,10.0,28.0,0.05,10,50,3.30303305929282,4.72946058226935,3.5067223149767024
pinn,100.0,28.0,0.05,10,50,7.664257225924012,12.055710030172444,11.936008865269963
pinn,1000.0,28.0,0.05,10,50,17.32566478724177,29.325894273058687,24.292792651408224
magi,,28.0,0.05,10,51,0.6558143267719745,2.3546749072019892,3.963194973471845
pinn,0.1,28.0,0.05,10,51,0.3691708375524631,0.10943765983196088,0.13069544354403406
pinn,1.0,28.0,0.05,10,51,3.454542488524472,1.2037543006482465,1.5390848725470583
pinn,10.0,28.0,0.05,10,51,3.821417539793247,9.822106330300489,6.664899551318405
pinn,100.0,28.0,0.05,10,51,10.089409687431619,11.739389711319715,11.212512595873172
pinn,1000.0,28.0,0.05,10,51,23.129944291850094,27.37725463016133,31.557819301344065
magi,,28.0,0.05,10,52,0.6419392749363746,2.00098583893248,3.871924699261596
pinn,0.1,28.0,0.05,10,52,0.33184625885039193,0.20407630462644644,0.21215044220277665
pinn,1.0,28.0,0.05,10,52,3.2790983883993374,1.1597095401915836,1.526502231856387
pinn,10.0,28.0,0.05,10,52,1.2711022300397674,1.9619029924010831,3.302119733864514
pinn,100.0,28.0,0.05,10,52,16.585919840054636,14.268426333659326,19.355302623115577
pinn,1000.0,28.0,0.05,10,52,19.82022320836504,22.81193172318252,30.289585895337954
magi,,28.0,0.05,10,53,0.32925021071908495,3.1058327578822724,2.997661845407784
pinn,0.1,28.0,0.05,10,53,0.31493974185134915,0.17621761006102224,0.15443625266691616
pinn,1.0,28.0,0.05,10,53,3.2464033067901585,1.2109058771294792,1.6745694241975853
pinn,10.0,28.0,0.05,10,53,2.9966281724187804,4.744151480643316,5.794974729803341
pinn,100.0,28.0,0.05,10,53,9.33223604357079,9.698377257642274,9.898664314508752
pinn,1000.0,28.0,0.05,10,53,21.617785589487625,25.382009162062893,20.476573909214693
