model,lmbda,rho,alpha,dobs,seed,betahat,betahat_LB,betahat_UB,betahat_err,rhohat,rhohat_LB,rhohat_UB,rhohat_err,sigmahat,sigmahat_LB,sigmahat_UB,sigmahat_err,X_rmse,Y_rmse,Z_rmse
magi,,23.0,0.05,10,18,2.681592730666687,2.589106187936424,2.7772349364472766,0.01492606400002039,22.91545016573683,22.593364311642418,23.238650535579634,-0.08454983426317142,8.934811432052415,8.203909117232245,9.706093931104474,-1.065188567947585,0.38731732816083525,0.5446936011146918,0.5702709300708608
magi,,23.0,0.05,10,19,2.688372438909114,2.594835775511401,2.7779581033290017,0.02170577224244763,23.057336168145824,22.74449345288232,23.36640145735462,0.05733616814582376,9.142231030968286,8.45023739976548,9.87985583217363,-0.8577689690317136,0.27936432238631825,0.3193419025082337,0.39510200179296984
magi,,23.0,0.05,10,2,2.6460392831966755,2.544132486127931,2.7501270838903733,-0.020627383469991045,22.97307125436668,22.610932152337835,23.337408249209613,-0.02692874563332026,8.995058865323179,8.174866618901529,9.810522627513762,-1.0049411346768213,0.22439736499688834,0.3974735561316544,0.5627823151819727
magi,,23.0,0.05,10,20,2.660871062864614,2.568518652134547,2.7565371439371713,-0.0057956038020523515,22.5128735759377,22.195668296117844,22.834347580690835,-0.4871264240622999,9.420511897203678,8.594932752370903,10.32899883656609,-0.5794881027963221,0.2780029647004794,0.4212666980555525,0.6535764353977107
magi,,23.0,0.05,10,21,2.656722233011476,2.5566603684137332,2.757208366296354,-0.009944433655190377,22.759973717747563,22.414303373350165,23.08672938594265,-0.24002628225243683,9.668089347387475,8.831309278164749,10.577305517352794,-0.3319106526125246,0.3757902293888486,0.5186786984357821,0.7086132394570902
magi,,23.0,0.05,10,22,2.66449629353271,2.5583952256238156,2.770305658684582,-0.002170373133956627,23.203399985416027,22.831700324460993,23.568479582983823,0.2033999854160271,8.320156568576124,7.665704503774534,9.040018809074382,-1.6798434314238762,0.4480249219104555,0.5408002646473801,0.5555068847672624
magi,,23.0,0.05,10,23,2.663065849890944,2.5600355481075865,2.7676714549578225,-0.0036008167757226595,22.7775985183299,22.425026431492686,23.135487242571436,-0.22240148167010076,8.806242410757227,8.045102008777349,9.646342291055324,-1.1937575892427734,0.4273294694787994,0.4859458718416943,0.5323008147880202
magi,,23.0,0.05,10,24,2.553919059592869,2.452333950181282,2.65310977468363,-0.1127476070737976,22.927690517540952,22.568513120892714,23.296687297002343,-0.07230948245904756,9.50507612548678,8.630913311554767,10.441631033654446,-0.4949238745132192,0.38232050239937987,0.45120164020344716,0.5894753216356813
magi,,23.0,0.05,10,25,2.582767296410754,2.4789023707872127,2.6871206877369294,-0.08389937025591232,22.546403094687683,22.186847142068295,22.904946313006715,-0.4535969053123168,9.052389762489536,8.243544678983515,9.945907526035725,-0.9476102375104638,0.4827825085381476,0.5293389790342531,0.7536545068637065
magi,,23.0,0.05,10,26,2.659368359862342,2.558914623287775,2.756282244853319,-0.007298306804324639,22.975464591983332,22.64950353151815,23.29037438980425,-0.02453540801666776,8.786911977178471,8.037670483673162,9.571870636839131,-1.2130880228215286,0.4463803481977429,0.4313537581026707,0.5508669586983587
magi,,23.0,0.05,10,27,2.5642460186320433,2.46429735376618,2.6666963962325694,-0.10242064803462325,22.88045462163107,22.525506301676963,23.2485133119003,-0.11954537836892953,8.66880518887766,8.012502398467275,9.399512456000291,-1.3311948111223408,0.5210325324438732,0.4544184486761708,0.6134388412698334
magi,,23.0,0.05,10,28,2.7162604132796986,2.6235623786027573,2.809617346109039,0.049593746613032064,23.24444994963186,22.91346341922556,23.54900553755774,0.24444994963186062,8.948747491811615,8.244402994496278,9.711636377487173,-1.0512525081883854,0.3036736196345499,0.4156393360499441,0.5101603928949886
magi,,23.0,0.05,10,29,2.657423091266696,2.557935765197969,2.7593174894114045,-0.00924357539997045,22.85868447970789,22.51595169089319,23.205177226736758,-0.14131552029211036,9.260260780850928,8.487000742904042,10.106983827591572,-0.7397392191490724,0.3134485538258697,0.40699794807192347,0.4421314981996038
magi,,23.0,0.05,10,3,2.6112850533142296,2.516386895447124,2.7082146300811414,-0.055381613352436965,23.13015577415862,22.79373955610621,23.47373645720946,0.13015577415862012,9.243210535796095,8.444897598442065,10.131152790471226,-0.756789464203905,0.36074128805629513,0.432861493548186,0.6045275412429711
